pool_id,repo,task_id,features,K,N,condition,trial,seed,context_tokens,task_tokens,comm_tokens,rework_tokens,buckets_recoverable,context_usd,task_usd,comm_usd,rework_usd,total_tokens,dollar_cost,total_steps,wall_seconds,agent_seconds,topology,leader_cost,leader_model,score,n_passed,best_score,git_integrated,all_passed,pass,failure_bucket,merge_status,messages_sent,message_reads,conflict_events,rework_turns,comm_sent_tokens,comm_recv_tokens,comm_reingest_tokens
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,2,comm,1,0,67323,934,9447,133,True,1.2912107650055795,0.8956752183616381,0.19495799988535442,0.12754261674742814,4727762,2.5093866,85,330.775061,,,,,1.0,3,1.0,True,True,True,,,6,163,0,5,632,709,8106
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,2,comm,2,0,67323,1191,26828,174,True,0.9980494017931746,0.8828163016618917,0.406703315193826,0.1289756813511076,5075584,2.4165446999999998,88,348.525064,,,,,1.0,3,1.0,True,True,True,,,7,166,0,10,694,1051,25083
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,2,comm,3,0,67323,490,15249,191,True,1.1586807228990448,0.4216638847203273,0.2737717311937243,0.16436286118690308,3299779,2.0184791999999994,61,349.785209,,,,,1.0,3,1.0,True,True,True,,,6,97,0,6,792,1177,13280
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,2,comm,4,0,67323,569,10674,230,True,1.0038126574831456,0.42420079475655414,0.1920011822172284,0.1714695655430711,3027208,1.7914841999999993,56,356.86533,,,,,1.0,3,1.0,True,True,True,,,4,114,0,7,397,738,9539
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,2,leader,1,0,90962,1514,54971,14,True,1.8766620644564844,1.5617875407242134,1.1889185021045474,0.014441892714754944,6425777,4.64181,110,654.09773,1595.2766652019345,leader,1.4324505,claude-opus-5,1.0,3,1.0,True,True,True,,,5,63,0,5,644,1628,52699
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,2,leader,2,0,90962,1886,64354,172,True,1.2710029098109226,1.3176444492773904,0.9854667028015537,0.1201669381101332,5540312,3.694281,119,672.529131,1633.9547215340426,leader,1.8328680000000002,claude-opus-5,1.0,3,1.0,True,True,True,,,6,160,0,6,1127,2039,61188
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,2,leader,3,0,90962,2013,13404,374,True,2.418240524261798,2.6757976821854177,0.3384292547860941,0.4971427387666897,8254721,5.9296102,134,809.850492,1805.7977381729288,leader,2.6826085,claude-opus-5,1.0,3,1.0,True,True,True,,,2,124,0,8,824,422,12158
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,2,leader,4,0,90962,1884,102306,15,True,1.5931113468081075,1.6498217812858527,1.8273965481696879,0.013135523736352331,7393476,5.083465200000001,129,747.665122,1906.1914077590918,leader,1.8980640000000004,claude-opus-5,1.0,3,1.0,True,True,True,,,4,161,0,3,817,3201,98288
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,2,leader_central,1,0,101450,440,42454,78,True,1.971552503823395,0.4275421890992084,0.8289654371916287,0.07579156988576877,5940752,3.303851700000001,99,515.354501,1025.2782489800156,leader,2.0665251000000007,claude-sonnet-5,1.0,3,1.0,True,True,True,,,4,106,0,7,398,1196,40860
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,2,leader_central,2,0,101450,417,2259,60,True,2.462290038543713,0.5060497516376187,0.06011919591397512,0.07281291390469333,5382506,3.1012719,103,505.412277,1258.847202783014,leader,1.5164655,claude-sonnet-5,1.0,3,1.0,True,True,True,,,5,27,0,4,2232,1,26
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,2,leader_central,3,0,101450,600,254,0,True,2.302870531912486,0.6809868502451906,0.024969517842323655,0.0,5255591,3.0088269000000003,90,440.793768,954.834583045973,leader,1.8245487000000002,claude-sonnet-5,1.0,3,1.0,True,True,True,,,2,0,0,0,254,0,0
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,3,comm,1,0,99522,1215,50517,635,True,2.4635409018285745,1.5037892102860264,1.5090370014396168,0.7859309864457833,12327282,6.262298100000001,175,490.724129,,,,,1.0,3,1.0,True,True,True,,,21,331,0,25,1955,2328,46234
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,3,comm,2,0,99522,1126,58466,283,True,1.7710260236142163,1.0018766215457928,1.09800695031294,0.251803804527051,7454171,4.1227134,125,379.856692,,,,,1.0,3,1.0,True,True,True,,,18,164,0,15,2664,2670,53132
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,3,comm,3,0,99522,946,53186,416,True,1.9908010402546732,0.9461715922514224,1.076955310436196,0.4160754570577079,7814336,4.4300033999999995,133,387.592389,,,,,1.0,3,1.0,True,True,True,,,14,259,0,18,1048,1830,50308
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,3,comm,4,0,99522,1968,37420,578,True,1.8885724039723137,1.8672808479620155,0.8034810811337367,0.5484188669319334,10718572,5.107753199999999,173,398.962735,,,,,1.0,3,1.0,True,True,True,,,15,295,0,19,779,1130,35511
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,3,leader,1,0,124027,3999,23253,233,True,3.614211304117577,5.826647022489535,0.8084163125676652,0.33948706082522173,17786767,10.5887617,249,819.487567,2984.718942791049,leader,3.7397109999999993,claude-opus-5,1.0,3,1.0,True,True,True,,,12,199,0,11,2061,509,20683
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,3,leader,2,0,124027,3434,32691,3,True,2.800957620821947,3.8775784586834185,0.8386816029127904,0.0033875175818434055,13786442,7.5206051999999985,215,742.640155,2540.340550206951,leader,1.5860159999999999,claude-opus-5,1.0,3,1.0,True,True,True,,,6,112,0,1,604,583,31504
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,3,leader,3,0,124027,2604,166958,261,True,2.4193643505487197,2.5397795515608967,3.3199717400726443,0.25456315781773964,13997743,8.5336788,214,761.068252,2469.05579144496,leader,2.856792,claude-opus-5,1.0,3,1.0,True,True,True,,,9,431,0,10,1612,4045,161301
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,3,leader,4,0,124027,3228,148636,630,True,2.225386791346399,2.895961590003054,2.7749735540588745,0.5651969645916742,15170733,8.461518900000002,244,811.418339,2591.5311172970105,leader,2.4999075000000004,claude-opus-5,1.0,3,1.0,True,True,True,,,10,154,0,23,1329,2875,144432
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,3,leader_central,1,0,134046,566,30096,29,True,2.703211293875634,0.5707061726323833,0.6034159045055184,0.029241128986464863,5958976,3.9065745000000005,101,583.388285,1607.023011327983,leader,1.9381017000000003,claude-sonnet-5,1.0,3,1.0,True,True,True,,,4,54,0,4,374,1567,28155
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,3,leader_central,2,0,134046,777,39477,23,True,2.4622948523221986,0.7136367740381467,0.7303525903669681,0.02112438327268645,6486337,3.9274085999999997,116,630.825122,1671.8880299159791,leader,1.6776152999999998,claude-sonnet-5,1.0,3,1.0,True,True,True,,,1,99,0,2,117,1701,37659
dottxt_ai_outlines_task/task1371/f1_f2_f3,dottxt_ai_outlines_task,1371,1_2_3,3,3,leader_central,3,0,134046,569,525,3,True,2.084823989881705,0.4424842405751348,0.0026129122114805854,0.002332957331679094,4102948,2.5322541,86,465.124657,1236.0391640600283,leader,1.0737942,claude-sonnet-5,1.0,3,1.0,True,True,True,,,3,18,0,1,507,1,17
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,1,leader,1,0,57678,681,1116,0,True,0.7936959265165189,0.4685555376033751,0.04893343588010579,0.0,1366971,1.3111849,41,303.875823,522.4846613209811,leader,0.9204625,claude-opus-5,1.0,3,1.0,True,True,True,,,3,9,0,0,360,84,672
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,1,leader,2,0,57678,947,232,0,True,0.5950952289909687,0.48853564778117076,0.027950223227860435,0.0,1285813,1.1115810999999998,41,407.239547,607.4965865890263,leader,0.7417764999999998,claude-opus-5,0.6666666666666666,2,0.6666666666666666,True,False,False,,,1,9,0,0,223,1,8
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,1,leader,3,0,57678,542,12186,0,True,0.5912665796345861,0.27780651735665735,0.1459048030087566,0.0,1201217,1.0149779,36,289.678557,514.8804310229607,leader,0.588362,claude-opus-5,0.6666666666666666,2,0.6666666666666666,True,False,False,,,2,30,0,0,153,1242,10791
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,1,leader,4,0,57678,869,8162,0,True,0.5805043337571889,0.43730561568968856,0.12671295055312265,0.0,1348529,1.1445229000000001,43,263.910995,420.69583134085406,leader,0.7392430000000002,claude-opus-5,0.6666666666666666,2,0.6666666666666666,True,False,False,,,3,14,0,0,322,560,7280
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,1,leader_central,1,0,68551,241,328,0,True,1.2503016563171596,0.21977994425496022,0.021886799427879855,0.0,2592192,1.4919683999999998,56,362.820691,584.8398322179855,leader,0.8266205999999999,claude-sonnet-5,1.0,3,1.0,True,True,True,,,2,0,0,0,328,0,0
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,1,leader_central,2,0,68551,293,60,0,True,0.8388164224691178,0.17926303903914717,0.001223638491734793,0.0,1798834,1.0193031,43,250.915839,411.90803125000093,leader,0.6702041999999999,claude-sonnet-5,1.0,3,1.0,True,True,True,,,1,0,0,0,60,0,0
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,1,leader_central,3,0,68551,314,84,0,True,0.8516003179179855,0.19503909485364726,0.00124228722836718,0.0,1860874,1.0478817,44,229.890057,388.35248801499256,leader,0.6483462,claude-sonnet-5,1.0,3,1.0,True,True,True,,,1,0,0,0,84,0,0
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,1,nocomm,1,0,33778,131,0,0,True,0.14825952196984724,0.028749478030152747,0.0,0.0,217308,0.17700899999999997,6,58.264111,,,,,1.0,3,1.0,False,True,True,,,0,0,0,0,0,0,0
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,1,nocomm,2,0,33778,16,0,0,True,0.1159602901440222,0.0027464098559777895,0.0,0.0,218549,0.1187067,6,70.206787,,,,,1.0,3,1.0,False,True,True,,,0,0,0,0,0,0,0
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,1,nocomm,3,0,33778,78,0,0,True,0.17464556393120656,0.020164536068793464,0.0,0.0,253715,0.1948101,7,69.36492,,,,,0.6666666666666666,2,0.6666666666666666,False,False,False,,,0,0,0,0,0,0,0
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,1,nocomm,4,0,33778,14,0,0,True,0.09390221299379314,0.0019459870062068566,0.0,0.0,179890,0.0958482,5,52.687133,,,,,1.0,3,1.0,False,True,True,,,0,0,0,0,0,0,0
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,2,comm,1,0,67020,499,3881,69,True,0.5204437476137472,0.1937492017750372,0.04736177882268344,0.0267909717885322,1467843,0.7883457,39,146.094323,,,,,1.0,3,1.0,True,True,True,,,5,39,0,2,232,335,3314
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,2,comm,2,0,67020,358,2031,126,True,0.37479251126355095,0.10010125263529636,0.012431568972528706,0.03523116712862386,1130281,0.5225564999999999,30,117.568918,,,,,1.0,3,1.0,True,True,True,,,4,39,0,2,158,156,1717
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,2,comm,3,0,67020,604,3727,60,True,0.5023771793255652,0.22637706379636038,0.050327669083733886,0.022487787794340432,1568852,0.8015696999999999,41,159.638209,,,,,1.0,3,1.0,True,True,True,,,4,55,0,1,213,278,3236
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,2,comm,4,0,67020,471,3570,77,True,0.42764313787113223,0.1502685153217721,0.040320456404173165,0.024566190402922402,1401144,0.6427982999999999,36,136.4974,,,,,1.0,3,1.0,True,True,True,,,4,28,0,3,151,277,3142
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,2,leader,1,0,90645,811,311,0,True,1.0209736780700773,0.4567321158998471,0.03153760603007576,0.0,2003013,1.5092434000000001,57,286.023726,784.6369968290091,leader,0.7529185000000002,claude-opus-5,0.6666666666666666,2,0.6666666666666666,True,False,False,,,2,0,0,0,311,0,0
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,2,leader,2,0,90645,1097,3715,0,True,1.014129921692491,0.613657964640445,0.06181331366706397,0.0,2440837,1.6896012,68,281.157263,756.9197484620381,leader,0.7740915,claude-opus-5,0.6666666666666666,2,0.6666666666666666,True,False,False,,,2,9,0,0,340,375,3000
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,2,leader,3,0,90645,1125,589,0,True,0.9746073698781327,0.604795240285123,0.05720018983674407,0.0,2371269,1.6366027999999997,67,337.089023,711.8670398030663,leader,0.7475525,claude-opus-5,0.6666666666666666,2,0.6666666666666666,True,False,False,,,4,24,0,0,469,5,115
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,2,leader,4,0,90645,1136,466,0,True,1.0768932282855193,0.6748031923064426,0.07662817940803793,0.0,2817675,1.8283245999999997,74,446.363057,902.7085764930816,leader,0.8050194999999999,claude-opus-5,0.6666666666666666,2,0.6666666666666666,True,False,False,,,4,0,0,0,466,0,0
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,2,leader_central,1,0,101133,285,6015,0,True,0.8453427173798551,0.11911180052666227,0.05129748209348255,0.0,1840657,1.015752,46,237.1902,599.554210228991,leader,0.5364770999999999,claude-sonnet-5,0.6666666666666666,2,0.6666666666666666,True,False,False,,,3,17,0,0,278,717,5020
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,2,leader_central,2,0,101133,408,5093,0,True,0.8994745507012777,0.1814371257087802,0.04529702358994204,0.0,2152449,1.1262087,54,288.331154,672.8427744720248,leader,0.5670315,claude-sonnet-5,1.0,3,1.0,True,True,True,,,0,11,0,0,0,463,4630
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,2,leader_central,3,0,101133,271,7095,0,True,0.8541483451797889,0.11444049001993555,0.06089416480027566,0.0,1933912,1.0294830000000001,49,230.232675,543.888912340044,leader,0.5419926,claude-sonnet-5,0.6666666666666666,2,0.6666666666666666,True,False,False,,,1,10,0,0,35,706,6354
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,3,comm,1,0,99205,948,7792,346,True,0.7222837791031931,0.34510610482829845,0.07557386852569066,0.1259564475428178,2524842,1.2689202,65,172.050372,,,,,0.6666666666666666,2,0.6666666666666666,True,False,False,,,12,71,0,6,512,425,6855
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,3,comm,2,0,99205,676,4389,4,True,0.6511629224777926,0.22185682959275632,0.04340648562416857,0.0013127623052825819,1995378,0.9177390000000001,54,173.048778,,,,,1.0,3,1.0,True,True,True,,,12,45,0,2,626,276,3487
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,3,comm,3,0,99205,783,7285,5,True,0.7712073273417045,0.3043472291258276,0.0566948746363898,0.001943468896078082,2228672,1.1341929,58,216.521416,,,,,1.0,3,1.0,True,True,True,,,12,65,0,3,592,464,6229
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,3,comm,4,0,99205,1037,8223,284,True,0.6397346243772887,0.33436056926528324,0.10711790580647289,0.0915703005509551,2620909,1.1727834,69,161.823577,,,,,1.0,3,1.0,True,True,True,,,12,86,0,6,562,481,7180
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,3,leader,1,0,123696,1980,21944,12,True,1.415570901558203,1.1329510999083408,0.3412128282309807,0.006866370302474793,5027524,2.8966011999999997,124,401.135763,1207.9869540929794,leader,0.9322284999999997,claude-opus-5,1.0,3,1.0,True,True,True,,,13,54,0,3,1628,820,19496
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,3,leader,2,0,123696,1308,665,4,True,1.6665987953793675,0.8811567166101625,0.06453731915233453,0.002694668858135054,3873691,2.6149875,100,384.220575,1247.2643847397994,leader,1.1598825000000001,claude-opus-5,1.0,3,1.0,True,True,True,,,6,20,0,2,525,7,133
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,3,leader,3,0,123696,1731,39095,184,True,1.1415937264200096,0.7987722886888164,0.3908308362957134,0.08490704859546055,3912009,2.4161039,103,302.935105,1119.8123117639916,leader,0.8621945000000001,claude-opus-5,1.0,3,1.0,True,True,True,,,4,68,0,4,347,1939,36809
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,3,leader,4,0,123696,1180,570,0,True,1.5941469846342486,0.760369551912921,0.04188476345283039,0.0,3674726,2.3964013,94,356.30625,1201.5428976538824,leader,0.9910495,claude-opus-5,1.0,3,1.0,True,True,True,,,3,20,0,0,470,5,95
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,3,leader_central,1,0,133715,384,6790,0,True,1.3076906778018713,0.18776996607557817,0.07854065612255041,0.0,2990049,1.5740012999999997,73,282.282458,869.826490114021,leader,0.8303696999999999,claude-sonnet-5,1.0,3,1.0,True,True,True,,,3,23,0,0,809,543,5438
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,3,leader_central,2,0,133715,525,21486,0,True,1.1128796330801312,0.2184727993744415,0.1773832675454275,0.0,2955265,1.5087357000000001,72,313.023933,878.293321264995,leader,0.7610259000000001,claude-sonnet-5,1.0,3,1.0,True,True,True,,,4,46,0,0,523,1901,19062
dottxt_ai_outlines_task/task1655/f2_f4_f5,dottxt_ai_outlines_task,1655,2_4_5,3,3,leader_central,3,0,133715,521,374,0,True,1.316698615819879,0.2565157158292477,0.0034464683508728094,0.0,3226615,1.5766607999999998,80,232.611678,733.9675493889372,leader,0.6529394999999999,claude-sonnet-5,1.0,3,1.0,True,True,True,,,4,0,0,0,374,0,0
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,1,leader,1,0,58601,1831,2995,293,True,2.020012900192376,3.1557854134334233,0.1784888789815212,0.5049946073926779,8591519,5.859281799999999,131,811.098227,1596.7676904689288,leader,3.616787499999999,claude-opus-5,1.0,3,1.0,True,True,True,,,3,81,0,8,367,104,2524
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,1,leader,2,0,58601,1655,134376,634,True,1.0096562806892695,1.4257274999921,2.4706866888080614,0.5461699305105688,8536650,5.4522404,137,1113.154841,1949.9825793470955,leader,2.9625485,claude-opus-5,0.6666666666666666,2,1.0,True,False,False,,,5,267,0,17,876,1971,131529
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,1,leader_central,1,0,69474,817,238,0,True,2.591918671177136,1.5240216155336674,0.04290391328919749,0.0,8472048,4.158844200000001,116,595.191266,920.9215891790227,leader,3.1310160000000002,claude-sonnet-5,0.6666666666666666,2,0.6666666666666666,True,False,False,,,1,0,0,0,238,0,0
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,1,leader_central,2,0,69474,797,328,0,True,2.5567515407846115,1.4665421438274289,0.04048171538795914,0.0,7979697,4.063775399999999,104,561.39592,944.5406560639676,leader,2.986635599999999,claude-sonnet-5,0.6666666666666666,2,0.6666666666666666,True,False,False,,,1,0,0,0,328,0,0
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,1,leader_central,3,0,69474,745,158,0,True,2.415243795355881,1.2949856259464918,0.008691178697627464,0.0,7367585,3.7189206000000006,107,606.846621,894.0756271650025,leader,2.7485823000000007,claude-sonnet-5,0.6666666666666666,2,0.6666666666666666,True,False,False,,,1,0,0,0,158,0,0
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,1,nocomm,1,0,34704,680,0,0,True,0.9825212372612949,0.9625899627387053,0.0,0.0,3421903,1.9451112000000002,47,580.141008,,,,,1.0,3,1.0,False,True,True,,,0,0,0,0,0,0,0
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,1,nocomm,2,0,34704,340,0,0,True,1.2216442960235185,0.5984311039764817,0.0,0.0,2412964,1.8200754000000003,37,578.109264,,,,,1.0,3,1.0,False,True,True,,,0,0,0,0,0,0,0
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,2,comm,1,0,67943,1059,22226,332,True,1.4732039451437826,1.148111636156238,0.554346026250621,0.35993679244935883,7031825,3.5355984,108,601.979452,,,,,1.0,3,1.0,True,True,True,,,5,132,0,13,460,1128,20638
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,2,comm,2,0,67943,186,1969,242,True,0.7838371714379064,0.1072911954781586,0.028587912085470648,0.13959392099846443,1267267,1.0593102,35,213.73141,,,,,0.0,0,0.0,True,False,False,,,3,16,0,4,241,108,1620
dspy_task/task8394/f1_f2_f4,dspy_task,8394,1_2_4,3,2,leader,1,0,91565,2777,3745,100,True,2.714786222926312,4.116726555488653,0.16010315736146002,0.1482436642235741,12202244,7.139859599999999,183,1041.490152,2581.3533727119793,leader,2.791613999999999,claude-opus-5,1.0,3,1.0,True,True,True,,,3,25,0,2,745,120,2880
